try_number,id,travel_time_on,stopped_time_on,travel_time_off,stopped_time_off,priority_distance_m,travel_time_delta
6,emergency_7,49.0,0.0,51.0,4.0,200.0,2.0
6,emergency_8,29.0,3.0,23.0,1.0,200.0,-6.0
6,emergency_9,144.0,6.0,197.0,57.0,200.0,53.0
7,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
7,emergency_1,62.0,10.0,25.0,0.0,200.0,-37.0
7,emergency_2,50.0,0.0,50.0,0.0,200.0,0.0
7,emergency_3,61.0,4.0,59.0,9.0,200.0,-2.0
7,emergency_4,55.0,12.0,37.0,0.0,200.0,-18.0
7,emergency_5,14.0,0.0,16.0,0.0,200.0,2.0
7,emergency_6,116.0,0.0,139.0,29.0,200.0,23.0
7,emergency_8,30.0,5.0,21.0,1.0,200.0,-9.0
7,emergency_7,56.0,3.0,43.0,0.0,200.0,-13.0
7,emergency_9,142.0,0.0,149.0,17.0,200.0,7.0
8,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
8,emergency_1,62.0,0.0,34.0,0.0,200.0,-28.0
8,emergency_2,53.0,0.0,204.0,49.0,200.0,151.0
8,emergency_3,52.0,0.0,112.0,52.0,200.0,60.0
8,emergency_4,37.0,0.0,37.0,0.0,200.0,0.0
8,emergency_5,19.0,2.0,42.0,31.0,200.0,23.0
8,emergency_6,102.0,0.0,110.0,27.0,200.0,8.0
8,emergency_8,31.0,1.0,26.0,6.0,200.0,-5.0
8,emergency_7,58.0,2.0,25.0,0.0,200.0,-33.0
8,emergency_9,108.0,0.0,190.0,79.0,200.0,82.0
9,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
9,emergency_1,50.0,2.0,29.0,2.0,200.0,-21.0
9,emergency_2,55.0,0.0,56.0,0.0,200.0,1.0
9,emergency_3,43.0,0.0,42.0,0.0,200.0,-1.0
9,emergency_5,17.0,0.0,11.0,0.0,200.0,-6.0
9,emergency_4,64.0,16.0,71.0,33.0,200.0,7.0
9,emergency_6,22.0,0.0,190.0,66.0,200.0,168.0
9,emergency_7,57.0,0.0,87.0,33.0,200.0,30.0
9,emergency_8,27.0,1.0,23.0,1.0,200.0,-4.0
9,emergency_9,131.0,11.0,126.0,34.0,200.0,-5.0
10,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
10,emergency_1,52.0,1.0,46.0,1.0,200.0,-6.0
10,emergency_3,51.0,0.0,7.0,0.0,200.0,-44.0
10,emergency_4,40.0,0.0,84.0,46.0,200.0,44.0
10,emergency_2,156.0,0.0,45.0,0.0,200.0,-111.0
10,emergency_5,12.0,0.0,11.0,0.0,200.0,-1.0
10,emergency_6,17.0,0.0,67.0,35.0,200.0,50.0
10,emergency_7,52.0,0.0,103.0,54.0,200.0,51.0
10,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
10,emergency_9,127.0,0.0,12.0,0.0,200.0,-115.0
11,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
11,emergency_1,52.0,0.0,97.0,52.0,200.0,45.0
11,emergency_2,63.0,0.0,62.0,1.0,200.0,-1.0
11,emergency_3,47.0,1.0,4.0,0.0,200.0,-43.0
11,emergency_5,9.0,0.0,1.0,0.0,200.0,-8.0
11,emergency_4,42.0,0.0,37.0,0.0,200.0,-5.0
11,emergency_6,105.0,0.0,186.0,66.0,200.0,81.0
11,emergency_8,23.0,1.0,20.0,1.0,200.0,-3.0
11,emergency_7,54.0,0.0,162.0,104.0,200.0,108.0
11,emergency_9,113.0,0.0,219.0,99.0,200.0,106.0
12,emergency_0,12.0,0.0,14.0,0.0,200.0,2.0
12,emergency_2,51.0,0.0,41.0,0.0,200.0,-10.0
12,emergency_1,55.0,0.0,32.0,0.0,200.0,-23.0
12,emergency_3,41.0,0.0,6.0,0.0,200.0,-35.0
12,emergency_4,41.0,0.0,84.0,46.0,200.0,43.0
12,emergency_5,4.0,0.0,2.0,0.0,200.0,-2.0
12,emergency_6,136.0,0.0,159.0,71.0,200.0,23.0
12,emergency_8,28.0,3.0,23.0,1.0,200.0,-5.0
12,emergency_7,55.0,0.0,124.0,74.0,200.0,69.0
12,emergency_9,22.0,0.0,203.0,67.0,200.0,181.0
13,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
13,emergency_1,58.0,0.0,50.0,0.0,200.0,-8.0
13,emergency_2,45.0,0.0,45.0,0.0,200.0,0.0
13,emergency_3,44.0,0.0,52.0,4.0,200.0,8.0
13,emergency_4,14.0,0.0,37.0,0.0,200.0,23.0
13,emergency_5,11.0,0.0,7.0,0.0,200.0,-4.0
13,emergency_6,24.0,0.0,161.0,56.0,200.0,137.0
13,emergency_7,57.0,0.0,174.0,116.0,200.0,117.0
13,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
13,emergency_9,87.0,0.0,203.0,90.0,200.0,116.0
14,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
14,emergency_1,42.0,2.0,27.0,2.0,200.0,-15.0
14,emergency_2,44.0,0.0,47.0,0.0,200.0,3.0
14,emergency_3,41.0,0.0,104.0,53.0,200.0,63.0
14,emergency_4,39.0,0.0,104.0,57.0,200.0,65.0
14,emergency_5,8.0,0.0,3.0,0.0,200.0,-5.0
14,emergency_6,139.0,0.0,135.0,0.0,200.0,-4.0
14,emergency_7,61.0,0.0,125.0,73.0,200.0,64.0
14,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
14,emergency_9,107.0,0.0,186.0,64.0,200.0,79.0
15,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
15,emergency_1,54.0,0.0,44.0,0.0,200.0,-10.0
15,emergency_2,166.0,9.0,155.0,7.0,200.0,-11.0
15,emergency_3,66.0,12.0,95.0,47.0,200.0,29.0
15,emergency_4,19.0,0.0,63.0,25.0,200.0,44.0
15,emergency_5,3.0,0.0,9.0,0.0,200.0,6.0
15,emergency_6,15.0,0.0,120.0,30.0,200.0,105.0
15,emergency_7,52.0,1.0,51.0,2.0,200.0,-1.0
15,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
15,emergency_9,144.0,3.0,137.0,27.0,200.0,-7.0
16,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
16,emergency_1,65.0,1.0,72.0,27.0,200.0,7.0
16,emergency_2,56.0,0.0,57.0,0.0,200.0,1.0
16,emergency_3,45.0,0.0,52.0,2.0,200.0,7.0
16,emergency_4,37.0,0.0,37.0,0.0,200.0,0.0
16,emergency_5,129.0,0.0,16.0,0.0,200.0,-113.0
16,emergency_6,104.0,9.0,120.0,26.0,200.0,16.0
16,emergency_7,51.0,0.0,49.0,3.0,200.0,-2.0
16,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
16,emergency_9,97.0,0.0,126.0,34.0,200.0,29.0
17,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
17,emergency_1,53.0,0.0,42.0,0.0,200.0,-11.0
17,emergency_3,48.0,0.0,48.0,0.0,200.0,0.0
17,emergency_2,182.0,2.0,154.0,13.0,200.0,-28.0
17,emergency_5,12.0,0.0,5.0,0.0,200.0,-7.0
17,emergency_4,40.0,0.0,15.0,0.0,200.0,-25.0
17,emergency_6,4.0,0.0,137.0,3.0,200.0,133.0
17,emergency_7,41.0,0.0,170.0,112.0,200.0,129.0
17,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
17,emergency_9,95.0,0.0,202.0,67.0,200.0,107.0
18,emergency_0,21.0,0.0,12.0,0.0,200.0,-9.0
18,emergency_1,47.0,0.0,101.0,50.0,200.0,54.0
18,emergency_2,46.0,0.0,46.0,0.0,200.0,0.0
18,emergency_3,4.0,0.0,67.0,20.0,200.0,63.0
18,emergency_4,56.0,11.0,37.0,0.0,200.0,-19.0
18,emergency_5,7.0,0.0,220.0,91.0,200.0,213.0
18,emergency_7,56.0,1.0,102.0,45.0,200.0,46.0
18,emergency_8,23.0,1.0,20.0,1.0,200.0,-3.0
18,emergency_6,113.0,0.0,142.0,24.0,200.0,29.0
18,emergency_9,138.0,0.0,102.0,0.0,200.0,-36.0
19,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
19,emergency_1,46.0,0.0,92.0,46.0,200.0,46.0
19,emergency_2,50.0,0.0,47.0,0.0,200.0,-3.0
19,emergency_3,51.0,0.0,53.0,0.0,200.0,2.0
19,emergency_4,38.0,0.0,15.0,0.0,200.0,-23.0
19,emergency_7,54.0,0.0,95.0,63.0,200.0,41.0
19,emergency_6,111.0,0.0,118.0,29.0,200.0,7.0
19,emergency_5,139.0,7.0,5.0,0.0,200.0,-134.0
19,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
19,emergency_9,112.0,0.0,12.0,0.0,200.0,-100.0
20,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
20,emergency_1,65.0,11.0,95.0,51.0,200.0,30.0
20,emergency_2,130.0,0.0,144.0,8.0,200.0,14.0
20,emergency_3,54.0,0.0,56.0,0.0,200.0,2.0
20,emergency_4,40.0,0.0,97.0,52.0,200.0,57.0
20,emergency_5,14.0,0.0,7.0,0.0,200.0,-7.0
20,emergency_6,13.0,1.0,160.0,47.0,200.0,147.0
20,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
20,emergency_7,60.0,0.0,113.0,63.0,200.0,53.0
20,emergency_9,136.0,1.0,194.0,54.0,200.0,58.0
21,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
21,emergency_1,57.0,2.0,24.0,0.0,200.0,-33.0
21,emergency_3,42.0,0.0,39.0,0.0,200.0,-3.0
21,emergency_2,153.0,0.0,208.0,61.0,200.0,55.0
21,emergency_4,17.0,0.0,41.0,0.0,200.0,24.0
21,emergency_5,10.0,0.0,14.0,0.0,200.0,4.0
21,emergency_6,56.0,0.0,142.0,36.0,200.0,86.0
21,emergency_7,52.0,0.0,26.0,0.0,200.0,-26.0
21,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
21,emergency_9,129.0,9.0,94.0,2.0,200.0,-35.0
22,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
22,emergency_1,66.0,0.0,76.0,26.0,200.0,10.0
22,emergency_2,50.0,0.0,52.0,0.0,200.0,2.0
22,emergency_3,43.0,1.0,65.0,17.0,200.0,22.0
22,emergency_4,17.0,0.0,16.0,0.0,200.0,-1.0
22,emergency_5,11.0,0.0,9.0,0.0,200.0,-2.0
22,emergency_6,30.0,0.0,135.0,16.0,200.0,105.0
22,emergency_7,46.0,1.0,100.0,49.0,200.0,54.0
22,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
22,emergency_9,124.0,0.0,187.0,63.0,200.0,63.0
23,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
23,emergency_1,53.0,0.0,49.0,0.0,200.0,-4.0
23,emergency_2,56.0,0.0,55.0,0.0,200.0,-1.0
23,emergency_3,53.0,2.0,105.0,52.0,200.0,52.0
23,emergency_4,37.0,0.0,37.0,0.0,200.0,0.0
23,emergency_5,8.0,0.0,5.0,0.0,200.0,-3.0
23,emergency_7,49.0,1.0,24.0,0.0,200.0,-25.0
23,emergency_6,121.0,0.0,64.0,3.0,200.0,-57.0
23,emergency_8,26.0,1.0,20.0,1.0,200.0,-6.0
23,emergency_9,133.0,5.0,103.0,2.0,200.0,-30.0
24,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
24,emergency_2,52.0,0.0,193.0,61.0,200.0,141.0
24,emergency_1,63.0,0.0,51.0,0.0,200.0,-12.0
24,emergency_4,37.0,0.0,37.0,0.0,200.0,0.0
24,emergency_3,45.0,0.0,94.0,48.0,200.0,49.0
24,emergency_5,16.0,0.0,5.0,0.0,200.0,-11.0
24,emergency_6,105.0,1.0,141.0,0.0,200.0,36.0
24,emergency_7,43.0,0.0,142.0,91.0,200.0,99.0
24,emergency_8,23.0,1.0,20.0,1.0,200.0,-3.0
24,emergency_9,21.0,0.0,229.0,85.0,200.0,208.0
25,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
25,emergency_1,55.0,2.0,24.0,0.0,200.0,-31.0
25,emergency_2,153.0,2.0,168.0,11.0,200.0,15.0
25,emergency_4,45.0,4.0,37.0,0.0,200.0,-8.0
25,emergency_3,56.0,0.0,107.0,60.0,200.0,51.0
25,emergency_5,121.0,0.0,3.0,0.0,200.0,-118.0
25,emergency_6,33.0,9.0,147.0,42.0,200.0,114.0
25,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
25,emergency_7,48.0,0.0,119.0,69.0,200.0,71.0
25,emergency_9,109.0,0.0,194.0,53.0,200.0,85.0
26,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
26,emergency_1,53.0,0.0,5.0,0.0,200.0,-48.0
26,emergency_2,52.0,0.0,51.0,0.0,200.0,-1.0
26,emergency_3,45.0,0.0,96.0,52.0,200.0,51.0
26,emergency_4,39.0,0.0,37.0,0.0,200.0,-2.0
26,emergency_6,70.0,0.0,159.0,56.0,200.0,89.0
26,emergency_7,49.0,0.0,60.0,12.0,200.0,11.0
26,emergency_8,23.0,1.0,23.0,1.0,200.0,0.0
26,emergency_5,149.0,15.0,7.0,0.0,200.0,-142.0
26,emergency_9,104.0,6.0,219.0,97.0,200.0,115.0
27,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
27,emergency_1,46.0,0.0,100.0,55.0,200.0,54.0
27,emergency_2,47.0,0.0,47.0,0.0,200.0,0.0
27,emergency_3,53.0,1.0,106.0,51.0,200.0,53.0
27,emergency_4,41.0,1.0,37.0,0.0,200.0,-4.0
27,emergency_5,14.0,0.0,4.0,0.0,200.0,-10.0
27,emergency_8,23.0,1.0,20.0,1.0,200.0,-3.0
27,emergency_7,60.0,0.0,82.0,31.0,200.0,22.0
27,emergency_9,21.0,0.0,182.0,70.0,200.0,161.0
27,emergency_6,134.0,17.0,130.0,27.0,200.0,-4.0
28,emergency_0,12.0,0.0,16.0,0.0,200.0,4.0
28,emergency_1,52.0,0.0,46.0,0.0,200.0,-6.0
28,emergency_2,139.0,14.0,52.0,0.0,200.0,-87.0
28,emergency_3,53.0,0.0,107.0,52.0,200.0,54.0
28,emergency_4,42.0,0.0,38.0,0.0,200.0,-4.0
28,emergency_5,4.0,0.0,9.0,0.0,200.0,5.0
28,emergency_7,57.0,1.0,43.0,0.0,200.0,-14.0
28,emergency_6,90.0,0.0,106.0,4.0,200.0,16.0
28,emergency_8,25.0,1.0,23.0,1.0,200.0,-2.0
28,emergency_9,127.0,3.0,18.0,0.0,200.0,-109.0
29,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
29,emergency_1,62.0,7.0,24.0,0.0,200.0,-38.0
29,emergency_3,42.0,0.0,45.0,0.0,200.0,3.0
29,emergency_5,10.0,0.0,9.0,0.0,200.0,-1.0
29,emergency_4,53.0,7.0,13.0,0.0,200.0,-40.0
29,emergency_2,109.0,0.0,151.0,4.0,200.0,42.0
29,emergency_6,140.0,0.0,131.0,41.0,200.0,-9.0
29,emergency_7,56.0,0.0,87.0,28.0,200.0,31.0
29,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
29,emergency_9,131.0,3.0,12.0,0.0,200.0,-119.0
30,emergency_0,12.0,0.0,12.0,0.0,200.0,0.0
30,emergency_2,23.0,0.0,51.0,0.0,200.0,28.0
30,emergency_1,64.0,7.0,76.0,27.0,200.0,12.0
30,emergency_3,59.0,0.0,42.0,0.0,200.0,-17.0
30,emergency_4,43.0,0.0,37.0,0.0,200.0,-6.0
30,emergency_5,117.0,0.0,10.0,0.0,200.0,-107.0
30,emergency_7,60.0,1.0,42.0,0.0,200.0,-18.0
30,emergency_6,110.0,0.0,94.0,1.0,200.0,-16.0
30,emergency_8,23.0,1.0,21.0,1.0,200.0,-2.0
30,emergency_9,137.0,6.0,108.0,18.0,200.0,-29.0
